User_name,Date,Comment_title,Comment_body,How many found it helpul,User rating
Y.K.Sharma,Reviewed in India on 4 August 2021,Fully satisfied with the product,,,5.0 out of 5 stars
SREENATH SIRIMALA,Reviewed in India on 4 August 2021,Motherboard issue after warranty,"
  This mobile was good until the recent update which bricked the mobile and service center says motherboard failure. They asked for 8200/- which is more than half the amount of mobile. There are a lot of similar complaints. You can check them out on official community website.
",One person found this helpful,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 4 August 2021,Worth buying it.,"
  No dislikes
",,5.0 out of 5 stars
Mohammed Amjad PT,Reviewed in India on 4 August 2021,More features and good product at this rate,"
  Fingerprints are faster,easy to handle
",,5.0 out of 5 stars
S.R,Reviewed in India on 4 August 2021,Worst phone at this price,"
  This is the worst phone I ever used. After one week of warranty end time this phone started restarting showing logo again and again. I lost trust in Samsung.
",2 people found this helpful,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 4 August 2021,"Very Poor, I had brought in Dec'20 now it was not open","
  Very Poor, I had brought in Dec'20 now it was not open
",One person found this helpful,1.0 out of 5 stars
Manoj Kumar choudhary,Reviewed in India on 4 August 2021,Hang very poor,"
  Hang, hang and hang
",One person found this helpful,1.0 out of 5 stars
munish kumar,Reviewed in India on 4 August 2021,Picture quality is very good,"
  Very good product
",,5.0 out of 5 stars
Sanjay jha,Reviewed in India on 4 August 2021,Useless phone,"
  The phone stuck at the logo automatically get restart automatically get swich on its a useless phone I had ever seen it is waste of money I am facing this problem after 1 month of buying.
",2 people found this helpful,1.0 out of 5 stars
Rajesh a.,Reviewed in India on 4 August 2021,Velue for money,"
  Velue for money
",,5.0 out of 5 stars
HARE K.,Reviewed in India on 4 August 2021,Very bad experience with samsungM31,"
  Screen is automatically getting blue colour patches in only one year 2 months. Very disappointed. I future I never buy samsung product.
",,5.0 out of 5 stars
Sree,Reviewed in India on 4 August 2021,Value of money,"
  Like
",,5.0 out of 5 stars
Anil khese,Reviewed in India on 4 August 2021,"Nicely product ,","
  All is better.
",,5.0 out of 5 stars
sunish s,Reviewed in India on 3 August 2021,One of the best mobile of among Samsung collections,"
  It's Camara,battery and sound are excellent!
",,5.0 out of 5 stars
Shambhoo,Reviewed in India on 3 August 2021,The performance of this mobile handset is very poor,"
  The product is not worth buying as it starts giving trouble i.e. hanging , restart automatically and gives trouble. within a span period of 6 months only.Please not to buy this product..
",One person found this helpful,1.0 out of 5 stars
shivaprasad,Reviewed in India on 3 August 2021,Over all good,"
  Good phone in this budget
",,5.0 out of 5 stars
SURESH,Reviewed in India on 3 August 2021,Good but improvement required,"
  Good but improvement required
",,4.0 out of 5 stars
BM,Reviewed in India on 3 August 2021,Good phone with great camera,"
  The camera is very good
",,4.0 out of 5 stars
Udhagai Senguttuvan,Reviewed in India on 3 August 2021,Mother board failed,"
  It was worked perfectly. But the mother board failed and I have lost important files. Totally I unable to recover the documents/ photos and videos
",3 people found this helpful,4.0 out of 5 stars
Varun Arora,Reviewed in India on 3 August 2021,Heating problem,"
  Guys 1st ever review for any product. Pls avoid this product bought last March and today due to mother board fault lot heating issues and phone is dead now. Threw my Samsung today and bought one plus. Pathetic device due to manufacturing fault. Never gonna buy Samsung phone
",One person found this helpful,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 3 August 2021,Great product,"
  Good
",,5.0 out of 5 stars
Bari,Reviewed in India on 3 August 2021,Value for money,"
  Its good
",,5.0 out of 5 stars
rohan,Reviewed in India on 3 August 2021,Not a great product.,"
  Not a very great product. Wait for 5g version. Speed of phone is average. Display is ok type. Good charging speed. Phone getting hot on continues use. Processed is not very good
",2 people found this helpful,3.0 out of 5 stars
Mahesh varpe,Reviewed in India on 3 August 2021,Great phone,"
  Cool
",,5.0 out of 5 stars
P.k b.,Reviewed in India on 3 August 2021,Xxxxx,"
  Like
",,2.0 out of 5 stars
Amazon Customer,Reviewed in India on 3 August 2021,Worst phone,"
  Don't recommend, the software issue is there
",2 people found this helpful,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 3 August 2021,Quality,"
  Very week display low quality phone
",One person found this helpful,3.0 out of 5 stars
vinod sharma,Reviewed in India on 3 August 2021,Display gone within a year. Pathetic Product,"
  I brought this on Amazon close to a year back for my sister.  The warranty expires on Aug 2021.The delivery by Amazon as expected was Prompt and on time.Suddenly one fine day(Not even a year since buying) the display stopped working.Now comes the worst part of allContacted Samsung service center, customer care on this. All they have to say even without listening to the customer is this issue is due to manhandling and service center has the audacity to even say that one should see the warranty guidelines before buying the product(where screen display is not covered under 1 year warranty)Samsung customer service SUCKS!! have escalated this to the customer grievance cell in Samsung. Even they don't care to RESPOND.So after paying 17,499/-(at that time) for the Phone, one should not look at the Brand name ,nor the customer service, nor the Trust factor. one needs to bother is how the warranty is covered for each phone partThis is the message i got after the interaction with Samsung Customer care and Samsung Service center.Once you buy the phone you are at the mercy of these people and end up paying half the price of the Phone or  maybe even moreThink twice before falling PREY to such gimmicks. No value for money.There are better reliable mobile Brands/Models out there in the Market which are good and trustworthy
",,1.0 out of 5 stars
RAGAM kishore yadav,Reviewed in India on 3 August 2021,Phone is getting heat,"
  For little bit usage it is getting heat and screen is is shaking
",One person found this helpful,3.0 out of 5 stars
Sachin Shrivastava,Reviewed in India on 3 August 2021,"poor hardware and poor phone packaging, struck with moisture with no exposure to water","
  poor hardware and poor phone packaging, struck with moisture with no exposure to water.go for another brand. Samsung diluting its brand name
",One person found this helpful,1.0 out of 5 stars
Junaid L.,Reviewed in India on 3 August 2021,Overall good,"
  Overall good but bad for gaming, heating problem but liked it in this price range
",,5.0 out of 5 stars
Abhijeet Gupta,Reviewed in India on 3 August 2021,Awesome Mobile..,"
  It's Awesome mobile In 15k range...camera, battery  backup all are good...
",,4.0 out of 5 stars
D.Chattopadhyay,Reviewed in India on 3 August 2021,Poor sound,"
  Sound
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 3 August 2021,Superb....,"
  All is well
",,5.0 out of 5 stars
Sanjit Ghosh,Reviewed in India on 3 August 2021,No comments,"
  This is a good product on this price.
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 3 August 2021,Worst model don’t ever buy M series and A series of Samsung,"
  Exactly 13th month after the warranty period the phone got dead mother board issue because of some software problemsFinally a 17k mobile after 1 year is uselessDon’t buy Samsung low price phone there is no durability only the features are attractive but phone will not be long lasting
",One person found this helpful,1.0 out of 5 stars
Buddhi prakash vijay,Reviewed in India on 3 August 2021,Worst ever phone..,"
  This m series phones from Samsung are worst offering from Samsung.  This is not expected from Samsung. It seems Samsung  hired some Chinese manufacturers to build these phone. Worst part is sound quality,  you hardly listen clear voice of caller. The speaker's quality is so pathetic that it seems screaming. Have been using j7 prime and was quite satisfied but this is horrible.  Plz don't go and waste your money. Very disappointed from Samsung this time..
",,1.0 out of 5 stars
Shashidhar,Reviewed in India on 3 August 2021,Battery,"
  Battery backup is not good 😏
",,2.0 out of 5 stars
Shikare R.,Reviewed in India on 3 August 2021,Don't buy it when options are alive... Feeling Angry..,"
  सॅमसंग वालों , क्या गांजा फुक कर product बनाते हो ? कभी कभी real me , oppo वाले टीम के साथ चाय कॉफी पिया करो । तुम्हारे इस black चार्जेर की design देखो और दुसरे white वाला realme का charger भी देखो । भाई , तुम्हारे चार्जेर के लिये सेपरेट socket हम use नाही करते । आप क्या apple फोन थोडे ही बेच रहे हो जीसके लिये हम अलग socket का खर्च बरदाष्ट करे। और वैसे ही 15000 मे तुम्हारे फोन की तुलना मे बहोत अच्छे फिचर और quality के साथ फोन आते है ।  सुधर जावो , ध्यान मे रखे की एक time आप common people की नजर मे apple वाले ही थे ।
",One person found this helpful,1.0 out of 5 stars
